,Energy
434,10.804829286230012
435,10.858747605290956
436,10.913470877327944
437,10.84803104836643
438,10.888295307608981
439,10.859020204658002
440,10.829019402320075
441,10.750277378212248
442,10.743846173049231
443,10.7497639698451
444,10.717139504589431
445,10.652570865154045
446,10.624076725560121
447,10.653426900382426
448,10.87578456331666
449,10.803074619139611
450,10.922509304543585
451,10.819576081349188
452,10.843537694726246
453,10.766622855724851
454,10.71462637527672
455,10.656422016183297
456,10.651665697058371
457,10.591360300101423
458,10.549229572699181
459,10.56792055878936
460,10.458629438302209
461,10.42040093032411
462,10.414326665607048
463,10.6585692208991
464,10.563219281168406
465,10.531950437966188
466,10.50005640410971
467,10.503303499936443
468,10.54480545271337
469,10.549120253325544
470,10.510556806286333
471,10.46021886875051
472,10.476107732122623
473,10.45253028787443
474,10.464285856428825
475,10.466743507523612
476,10.478672103522307
477,10.449111321330859
478,10.438159020783145
479,10.398180627221493
480,10.322177856888132
481,10.503083278075502
482,10.50371714422174
483,10.439211303440786
484,10.332029070182505
485,10.326432702496065
486,10.329420456748613
487,10.707504150325931
488,10.673438972466815
489,10.575645044996572
490,10.645284603092756
491,10.632574501276764
492,10.591122594107652
493,10.684004307979233
494,10.782559568486661
495,10.698589907303958
496,10.699210470964713
497,10.778787695706844
498,10.789676517101451
499,10.824999062138795
500,10.80054340068831
501,10.882656395133466
502,10.84759531487622
503,10.837257627146114
504,10.831039869869644
505,10.846974127272624
506,10.849880501048672
507,10.816516765143387
508,10.796830945283032
509,10.777041858968227
510,10.733309022047434
511,10.620195417142483
512,10.53135748572791
513,10.572112127947499
514,10.473025534716013
515,10.445289854601482
516,10.415789694259413
517,10.437039189919966
518,10.444413922550211
519,10.501201429325736
520,10.46548882113503
521,10.495690523101906
522,10.582384287977302
523,10.54316478495649
524,10.46220935439501
525,10.480772631501344
526,10.481377677459433
527,10.539638653253764
528,10.54795791963465
529,10.448331785143365
530,10.483105024978657
531,10.494335311016174
532,10.448419093033717
